RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
54,09/04/2020 14:15,week 1,0,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Sometimes,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Always,Always,Always,Always,Not at all,Always,Sometimes,Rarely,Not at all,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.291722516,Female,21,Kedah,4,1,Full time employment, , , , , 
55,09/04/2020 14:15,week 1,2,10,1, , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Sometimes,Frequently,Always,Always,Always,Sometimes,Rarely,Rarely,Always,Sometimes,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.913193141,Male,58,Selangor,3,0,Part time employment, , , , , 
56,09/04/2020 14:18,week 1,6,0,0, , , ,Not sure,Neither easy nor difficult,Somewhat unwilling,Always,Frequently,Frequently,Always,Not at all,Always,Always,Sometimes,Not at all,Not at all,Rarely,Frequently,Not at all,Not at all,Always,Rarely,Not at all,Sometimes,Rarely,Sometimes,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.971361546,Female,19,Selangor,6,3,Full time employment, , , , , 
57,09/04/2020 14:20,week 1,2,4,0, , , ,No,Somewhat easy,Neither willing nor unwilling,Always,Frequently,Sometimes,Always,Sometimes,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Rarely,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.977237301,Female,19,Selangor,5,2,Full time student, , , , , 
58,09/04/2020 14:20,week 1,3,1,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Frequently,Always,Always,Frequently,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Rarely,Frequently,Always,5,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.915912984,Male,35,Kuala Lumpur,4,2,Full time employment, , , , , 
59,09/04/2020 14:21,week 1,0,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.933087329,Female,30,Johor,3,2,Not working, , , , , 
60,09/04/2020 14:21,week 1,2,3,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always, , ,Always,Sometimes,Sometimes,Always,Always,Sometimes,Frequently,Sometimes,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.905490194,Female,53,Kuala Lumpur,2,0,Retired, , , , , 
61,09/04/2020 14:25,week 1,3,3,2, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Always,Always,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.968702791,Male,51,Penang,6,2,Full time employment, , , , , 
62,09/04/2020 14:25,week 1,2,8,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Sometimes,Frequently,Always,Frequently,Always,Not at all, ,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Not at all,Not at all,Rarely,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.942147265,Male,54,Terengganu,3,1,Retired, , , , , 
63,09/04/2020 14:29,week 1,1,4,1, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Not at all,Always,Not at all,Not at all,Rarely, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Not at all,Sometimes,8,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.21038907,Male,50,Kedah,2,0,Full time employment, , , , , 
64,09/04/2020 14:33,week 1,2,1,0, , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Not at all,Always,Not at all,Always,Always,Not at all, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045319471,Female,28,Serawak,2,0,Not working, , , , , 
65,09/04/2020 14:38,week 1,2,1,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Frequently,20,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970538957,Female,37,Melaka,7,3,Full time employment, , , , , 
66,09/04/2020 14:52,week 1,1,1,1, , , ,Not sure,Not sure,Not sure,Always,Always,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Frequently, ,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Rarely,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.949443321,Female,66,Perak,Prefer not to say,0,Full time employment, , , , , 
67,09/04/2020 14:56,week 1,2,2,2, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Always,Sometimes,Rarely,Not at all,Rarely,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Frequently,Rarely,Always,Frequently,Frequently,Sometimes,8,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.270245353,Male,22,Kedah,4,0,Full time employment, , , , , 
68,09/04/2020 14:56,week 1,2,0,0, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.916233786,Male,34,Kuala Lumpur,3,1,Full time employment, , , , , 
69,09/04/2020 15:03,week 1,2,1,2, , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Not at all,Always,Frequently,Always,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Always,Not at all,Not at all,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.054739009,Male,21,Serawak,5,0,Unemployed, , , , , 
70,09/04/2020 15:04,week 1,2,2,3, , , ,No,Neither easy nor difficult,Very willing,Rarely,Always,Always,Rarely,Rarely,Rarely,Rarely,Rarely, , ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Frequently,Rarely,50, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.236335096,Male,29,Sabah,Don't know,0,Not working, , , , , 
71,09/04/2020 15:11,week 1,1,3,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Rarely,Frequently,Frequently,Rarely,Always,Frequently,Frequently,Always,Always,Always,Sometimes,Frequently,Always,Always,Sometimes,17,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Menghantar komputer yang sudah dibaiki,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.00503778,Male,50,Serawak,3,1,Part time employment, , , , , 
72,09/04/2020 15:20,week 1,2,6,2, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Frequently,Always,Frequently,Not at all,Always,Not at all,Frequently,Always,Sometimes,Always,Always,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,8,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.013622711,Female,29,Penang,2,2,Full time employment, , , , , 
73,09/04/2020 15:22,week 1,0,3,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Frequently,Not at all,Frequently,Rarely,Not at all,Frequently,Not at all,Not at all,Sometimes,Frequently,Not at all,Always,Sometimes,Always,Rarely,Frequently,Not at all,9,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.936243358,Male,43,Selangor,3,1,Full time employment, , , , , 
74,09/04/2020 15:24,week 1,2,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Always,Always,Always,Always,Frequently, , ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.013622711,Female,26,Penang,3,0,Not working, , , , , 
75,09/04/2020 15:26,week 1,0,1,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.941495526,Male,21,Johor,2,0,Full time student, , , , , 
76,09/04/2020 15:27,week 1,1,0,0, , , ,No,Neither easy nor difficult,Very willing,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Frequently, ,Always,Always,Always,Always,Frequently,Frequently,Rarely,Rarely,Frequently,Frequently,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002447782,Male,44,Penang,2,0,Full time employment, , , , , 
77,09/04/2020 15:27,week 1,3,2,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Not at all,Rarely,Not at all,Not at all, , ,Rarely,Rarely,Not at all,Not at all,Frequently,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.913193141,Male,60,Selangor,5,0,Retired, , , , , 
78,09/04/2020 15:28,week 1,8,2,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.855669347,Male,20,Putra Jaya,8 or more,3,Part time employment, , , , , 
79,09/04/2020 15:30,week 1,2,0,1, , , ,No,Very easy,Very willing,Always,Always,Sometimes,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,Rarely,Sometimes,Sometimes,2,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.948995854,Male,33,Melaka,5,1,Full time employment, , , , , 
80,09/04/2020 15:32,week 1,6,4,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Not at all,Always,Always,Not at all, ,Not at all,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Always,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.290016891,Female,22,Sabah,7,2,Not working, , , , , 
81,09/04/2020 15:40,week 1,0,0,0, , , ,Not sure,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1000,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not", , , , , , , , ,0.955210948,Male,23,Selangor,Prefer not to say,0,Full time employment, , , , , 
82,09/04/2020 15:45,week 1,3,1,3, , , ,Yes,Neither easy nor difficult,Somewhat unwilling,Always,Always,Frequently,Always,Not at all,Rarely,Not at all,Not at all,Always,Always,Not at all,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Frequently,Rarely,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.962075116,Female,31,Perak,4,2,Part time employment, , , , , 
83,09/04/2020 15:46,week 1,1,1,1,No,Not at all,Not sure,Not sure,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1000, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,Yes,No,No, ,0.997065802,Male,34,Pahang,Prefer not to say,Don't know,Not working, , , , , 
84,09/04/2020 15:48,week 1,4,4,0, , , ,Not sure,Somewhat difficult,Somewhat unwilling,Frequently,Always,Frequently,Frequently,Not at all,Rarely,Sometimes,Not at all,Rarely,Not at all,Not at all,Rarely,Rarely,Always,Always,Sometimes,Rarely,Not at all,Frequently,Rarely,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.952073254,Female,39,Selangor,4,2,Full time employment, , , , , 
85,09/04/2020 15:50,week 1,3,2,0, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Rarely,Always,Always,Always,Always,Rarely,Not at all,Not at all,Always,Always,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970538957,Female,39,Melaka,4,1,Not working, , , , , 
86,09/04/2020 15:51,week 1,7,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Sometimes,Frequently,Sometimes,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.909304524,Female,34,Sabah,7,2,Full time employment, , , , , 
87,09/04/2020 15:51,week 1,5,0,0,No,Always,No,Yes,Very easy,Neither willing nor unwilling,Sometimes,Frequently,Sometimes,Sometimes,Not at all,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Not at all,Rarely,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,0.971361546,Female,23,Selangor,6,2,Full time student, , , , , 
88,09/04/2020 15:56,week 1,4,10,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Always,Frequently,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Rarely,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002447782,Male,35,Penang,4,1,Full time employment, , , , , 
89,09/04/2020 15:57,week 1,5,0,0, , , ,Yes,Very easy,Somewhat unwilling,Always,Always,Frequently,Always,Not at all,Always,Always,Not at all, ,Always,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,Rarely,Sometimes,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.952406721,Female,30,Selangor,5,1,Not working, , , , , 
90,09/04/2020 15:59,week 1,4,1,0, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Frequently, , ,Always,Frequently,Always,Frequently,Always,Frequently,Frequently,Sometimes,Rarely,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,1.306898634,Female,22,Negeri Sembilan,4,0,Full time student, , , , , 
91,09/04/2020 16:07,week 1,3,10,0, , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Sometimes,Sometimes,Frequently,Frequently,Always,Sometimes,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Rarely,Not at all,Frequently,Rarely,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.013238827,Male,37,Selangor,4,2,Full time employment, , , , , 
92,09/04/2020 16:08,week 1,4,2,3, , , ,No,Not sure,Not sure,Rarely,Frequently,Sometimes,Not at all,Rarely,Not at all,Not at all,Not at all, ,Rarely,Rarely,Not at all,Not at all,Not at all,Not at all,Rarely,Frequently,Rarely,Rarely,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested positive",No,No,No,No,No,Yes, ,0.944079272,Female,44,Johor,Prefer not to say,2,Not working, , , , , 
93,09/04/2020 16:08,week 1,2,0,0, , , ,Yes,Very easy,Very willing,Always,Frequently,Always,Always,Not at all,Not at all,Not at all,Always,Not at all, ,Not at all,Not at all,Not at all,Not at all,Always,Sometimes,Sometimes,Sometimes,Frequently,Rarely,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.946680264,Female,28,Selangor,2,0,Full time employment, , , , , 
94,09/04/2020 16:12,week 1,6,10,2, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Always,Always,Not at all,Not at all,Not at all,Frequently, , ,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.913193141,Male,67,Selangor,7,0,Retired, , , , , 
95,09/04/2020 16:12,week 1,5,2,0, , , ,No,Neither easy nor difficult,Not sure,Always,Frequently,Always,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all, ,Rarely,Not at all,Not at all,Not at all,Always,Not at all,Always,Rarely,Always,Not at all,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.928633307,Female,61,Selangor,6,0,Full time employment, , , , , 
96,09/04/2020 16:17,week 1,2,2,2,Yes,Frequently,No,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Not at all,Sometimes,Sometimes,Rarely,Frequently,Rarely,Rarely,Frequently,Frequently,Rarely,Sometimes,2,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,"Yes, and I tested negative","Yes, and they tested negative",Yes,Yes,No,No,No,No,No,1.232017271,Male,47,Negeri Sembilan,3,3,Part time employment, , , , , 
