RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
205,09/04/2020 23:53,week 1,3,4,1, , , ,Yes,Very easy,Very willing,Frequently,Always,Always,Always,Frequently,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Sometimes,Rarely,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.933087329,Female,27,Johor,5,0,Full time employment, , , , , 
206,09/04/2020 23:55,week 1,1,2,1, , , ,Not sure,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Sometimes,Rarely,Frequently,Always,Always,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, ,1.280947594,Female,40,Negeri Sembilan,8 or more,5 or more,Full time employment, , , , , 
207,09/04/2020 23:57,week 1,4,4,0, , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Sometimes,Rarely,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.914484595,Female,40,Sabah,5,1,Part time employment, , , , , 
208,09/04/2020 23:57,week 1,3,0,0, , , ,No,Somewhat difficult,Neither willing nor unwilling,Always,Sometimes,Not at all,Always,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Sometimes,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.944079272,Female,44,Johor,4,2,Not working, , , , , 
209,09/04/2020 23:58,week 1,7,0,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Rarely,Rarely,30,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045319471,Female,33,Serawak,8 or more,1,Full time employment, , , , , 
210,10/04/2020 00:01,week 1,6,0,0,Not sure,Always,No,Yes,Somewhat easy,Very willing,Frequently,Sometimes,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Rarely,Always,Frequently,Always,Sometimes,Not at all,Always,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,Yes,No,No,Yes,No,No,0.957414225,Female,18,Johor,2,1,Part time employment, , , , , 
211,10/04/2020 00:02,week 1,3,3,0, , , ,Yes,Very easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.825536886,Female,20,Labuan,6,Don't know,Unemployed, , , , , 
212,10/04/2020 00:04,week 1,3,2,1, , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Frequently,Not at all,Not at all,Frequently,Frequently,Frequently,Not at all,Sometimes,Not at all,Frequently,Always,Not at all,7,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.91570545,Male,49,Selangor,3,1,Full time employment, , , , , 
213,10/04/2020 00:04,week 1,1,2,0, , , ,No,Not sure,Neither willing nor unwilling,Always,Always,Always,Always,Rarely,Not at all,Always,Not at all,Frequently, ,Always,Not at all,Not at all,Not at all,Rarely,Rarely,Not at all,Not at all,Sometimes,Always,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.272049418,Female,43,Sabah,3,0,Full time employment, , , , , 
214,10/04/2020 00:04,week 1,5,2,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Sometimes,Always,Rarely,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Rarely,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.034157185,Male,34,Serawak,6,1,Full time employment, , , , , 
215,10/04/2020 00:07,week 1,3,6,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Not at all,Not at all,Rarely,Not at all, , ,Not at all,Rarely,Rarely,Rarely,Always,Rarely,Rarely,Frequently,Always,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.926123254,Female,28,Kuala Lumpur,3,0,Unemployed, , , , , 
216,10/04/2020 00:07,week 1,1,4,1, , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Frequently,Always,Always,Always,Not at all,Not at all,Always,Always,Always,Always,Always,Always,Rarely,Frequently,Not at all,Frequently,Frequently,Frequently,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.030370554,Female,41,Selangor,4,2,Full time employment, , , , , 
217,10/04/2020 00:07,week 1,5,5,1, , , ,Yes,Neither easy nor difficult,Somewhat unwilling,Always,Always,Always,Always,Frequently,Always,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Frequently,Sometimes,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002286459,Female,31,Kuala Lumpur,5,1,Full time employment, , , , , 
218,10/04/2020 00:08,week 1,5,2,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Not at all,Rarely,Not at all,Not at all,Always, ,Not at all,Always,Always,Always,Sometimes,Rarely,Rarely,Not at all,Frequently,Not at all,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.946680264,Female,27,Selangor,Prefer not to say,0,Full time employment, , , , , 
219,10/04/2020 00:09,week 1,2,5,3, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Rarely,Always,Not at all, ,Not at all,Rarely,Always,Always,Always,Always,Rarely,Always,Sometimes,Always,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.971361546,Female,22,Selangor,3,1,Full time student, , , , , 
220,10/04/2020 00:13,week 1,4,10,1, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Not at all,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Sometimes,10,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.933087329,Female,25,Johor,4,0,Full time employment, , , , , 
221,10/04/2020 00:16,week 1,8,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Always,Always,Always,Always,Always,Frequently,Always, ,Always,Frequently,Not at all,Not at all,Always,Always,Frequently,Frequently,Not at all,Frequently,Sometimes,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.072572416,Female,22,Serawak,8 or more,1,Full time student, , , , , 
222,10/04/2020 00:18,week 1,4,2,0, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Not at all,Always,Always,Not at all, ,Not at all,Always,Always,Always,Always,Sometimes,Rarely,Frequently,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.001708501,Female,51,Selangor,5,0,Part time employment, , , , , 
223,10/04/2020 00:19,week 1,2,2,3, , , ,Yes,Not sure,Very willing,Sometimes,Always,Rarely,Rarely,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.921204093,Female,27,Negeri Sembilan,4,3,Not working, , , , , 
224,10/04/2020 00:20,week 1,3,10,1, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Not at all,Rarely,Always,Not at all,Always, ,Not at all,Sometimes,Always,Always,Always,Not at all,Always,Frequently,Sometimes,Sometimes,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.931725362,Female,34,Kuala Lumpur,5,0,Full time employment, , , , , 
225,10/04/2020 00:22,week 1,9,30,1,No,Always,No,No,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Always,Always,Not at all,Sometimes,Not at all,Not at all,Always,Always,Not at all,Not at all,Sometimes,Not at all,Rarely,Sometimes,Not at all,Frequently,Not at all,Frequently,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,1.002447782,Male,41,Penang,3,1,Full time employment, , , , , 
226,10/04/2020 00:23,week 1,4,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all, , ,Always,Always,Always,Always,Always,Not at all,Rarely,Rarely,Sometimes,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045319471,Female,30,Serawak,5,0,Not working, , , , , 
227,10/04/2020 00:24,week 1,1,2,5, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Sometimes,Always,Frequently,Sometimes,Frequently,Rarely,Always, ,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Frequently,Frequently,Sometimes,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.936571281,Male,34,Selangor,2,0,Full time employment, , , , , 
228,10/04/2020 00:26,week 1,1,2,2,Yes,Frequently,Yes,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Always,Frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Not at all,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,5,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,__NA__,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,Yes,No,No,No,1.054739009,Male,21,Serawak,5,2,Part time employment, , , , , 
229,10/04/2020 00:26,week 1,6,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Sometimes,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Rarely,Always,Sometimes,Sometimes,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, ,"No, they have not",No,No,No,No,No,Yes, ,0.946680264,Female,26,Selangor,7,5 or more,Full time employment, , , , , 
230,10/04/2020 00:39,week 1,0,5,3, , , ,Yes,Very difficult,Neither willing nor unwilling,Sometimes,Always,Sometimes,Always,Not at all,Always,Sometimes,Always, , ,Not at all,Sometimes,Sometimes,Sometimes,Always,Sometimes,Not at all,Always,Frequently,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.713966943,Female,23,Perak,Prefer not to say,0,Full time student, , , , , 
231,10/04/2020 00:24,week 1,3,2,1, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Sometimes,Rarely,Frequently,Frequently,Always,Frequently,Frequently,Always,Always,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.963663056,Male,48,Kuala Lumpur,4,1,Full time employment, , , , , 
232,10/04/2020 00:42,week 1,13,3,1, , , ,No,Neither easy nor difficult,Somewhat willing,Sometimes,Rarely,Rarely,Always,Sometimes,Always,Always,Frequently, , ,Always,Always,Always,Always,Sometimes,Always,Rarely,Sometimes,Rarely,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.952406721,Female,29,Selangor,8 or more,0,Full time student, , , , , 
233,10/04/2020 00:45,week 1,6,2,2, , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Frequently,Frequently,Always,Always,Frequently,Always,Always, ,Rarely,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Frequently,Frequently,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.957414225,Female,19,Johor,5,1,Full time student, , , , , 
234,10/04/2020 00:45,week 1,4,6,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Sometimes,Always,Frequently,Sometimes,Always,7,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.98562168,Male,34,Kuala Lumpur,5,2,Full time employment, , , , , 
235,10/04/2020 00:46,week 1,0,0,0, , , ,No,Very easy,Very willing,Not at all,Frequently,Always,Always,Not at all,Rarely,Not at all,Not at all, , ,Always,Not at all,Not at all,Not at all,Always,Rarely,Rarely,Not at all,Rarely,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.946680264,Female,27,Selangor,3,0,Not working, , , , , 
236,10/04/2020 00:46,week 1,3,4,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No, ,"No, they have not",No,No,No,No,No,Yes, ,0.905525612,Male,65,Johor,4,0,Retired, , , , , 
237,10/04/2020 00:48,week 1,1,5,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Always,Frequently,Always,Always,Frequently,Always,Sometimes,Sometimes, ,Frequently,Frequently,Frequently,Always,Frequently,Rarely,Always,Always,Sometimes,Frequently,4,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.938731564,Female,33,Johor,2,0,Full time employment, , , , , 
238,10/04/2020 00:48,week 1,6,6,0,No,Frequently,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Not at all,Always,Not at all,Not at all, ,Not at all,Sometimes,Always,Always,Always,Always,Rarely,Not at all,Not at all,Frequently,Not at all,60, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.973737508,Male,23,Melaka,7,2,Not working, , , , , 
239,10/04/2020 00:48,week 1,81,5,2, , , ,Not sure,Somewhat difficult,Somewhat willing,Always,Always,Always,Frequently,Rarely,Rarely,Rarely,Rarely,Rarely, ,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Frequently,Rarely,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.92500127,Male,45,Perak,1,0,Full time employment, , , , , 
240,10/04/2020 00:50,week 1,6,2,0, , , ,Yes,Very easy,Very willing,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Sometimes,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.971361546,Female,23,Selangor,6,2,Not working, , , , , 
241,10/04/2020 00:50,week 1,3,0,0, , , ,Not sure,Very easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045319471,Female,31,Serawak,4,2,Not working, , , , , 
242,10/04/2020 00:50,week 1,3,2,1, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Sometimes,Always,Frequently,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.952406721,Female,25,Selangor,4,0,Full time employment, , , , , 
243,10/04/2020 00:51,week 1,2,4,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Sometimes,Always,Always,Always,Frequently, , ,Always,Not at all,Not at all,Not at all,Always,Always,Always,Always,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.051642597,Female,30,Serawak,1,0,Not working, , , , , 
244,10/04/2020 00:51,week 1,0,0,0, , , ,Yes,Not sure,Neither willing nor unwilling,Always,Frequently,Sometimes,Always,Not at all,Not at all,Not at all,Not at all,Not at all, ,Rarely,Always,Always,Always,Always,Not at all,Not at all,Not at all,Sometimes,Not at all,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.971361546,Female,21,Selangor,4,0,Full time employment, , , , , 
245,10/04/2020 00:51,week 1,3,1,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Always,Always,Always,Always,Always,Always,Frequently,Rarely,Rarely,Always,Always,17,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Kewangan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045319471,Female,34,Serawak,4,2,Full time employment, , , , , 
246,10/04/2020 00:53,week 1,4,0,0, , , ,Not sure,Neither easy nor difficult,Somewhat unwilling,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,6,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not", , , , , , , ,0.910724822,Male,33,Kuala Lumpur,4,2,Full time employment, , , , , 
247,10/04/2020 00:53,week 1,3,0,0,No,Always,Not sure,Yes,Somewhat easy,Very willing,Not at all,Frequently,Not at all,Frequently,Sometimes,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Not at all,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.952406721,Female,30,Selangor,4,1,Part time employment, , , , , 
248,10/04/2020 00:53,week 1,1,2,1, , , ,No,Somewhat difficult,Very willing,Always,Always,Always,Always,Not at all,Always,Not at all,Rarely,Always, ,Always,Rarely,Not at all,Not at all,Not at all,Sometimes,Sometimes,Rarely,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.937033159,Female,36,Kuala Lumpur,3,Prefer not to say,Full time employment, , , , , 
249,10/04/2020 00:55,week 1,8,10,0,No,Always,No,Yes,Very easy,Very willing,Always,Frequently,Always,Frequently,Always,Always,Frequently,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.946680264,Female,29,Selangor,8 or more,0,Not working, , , , , 
250,10/04/2020 00:55,week 1,3,0,0, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Always,Always,Not at all,Always,Always,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.933087329,Female,31,Johor,4,2,Full time employment, , , , , 
251,10/04/2020 00:56,week 1,3,3,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.991236509,Male,42,Kuala Lumpur,3,1,Full time employment, , , , , 
252,10/04/2020 00:58,week 1,3,2,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Always,Frequently,Always,Always,Always,Frequently,Always, , ,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Sometimes,Sometimes,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.051642597,Female,34,Serawak,3,0,Unemployed, , , , , 
253,10/04/2020 00:59,week 1,3,1,5, , , ,No,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Frequently,Not at all,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Sometimes,Sometimes,Frequently,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.937033159,Female,43,Kuala Lumpur,4,2,Full time employment, , , , , 
254,10/04/2020 00:59,week 1,3,2,0, , , ,No,Somewhat difficult,Somewhat willing,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Always,Always,Not at all,Rarely,Rarely,Frequently,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.967894697,Female,31,Perak,4,2,Full time employment, , , , , 
255,10/04/2020 00:59,week 1,3,3,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Always,Frequently,Not at all,Rarely,Not at all, ,Sometimes,Always,Sometimes,Always,Always,Always,Rarely,Rarely,Sometimes,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.238299613,Female,49,Kedah,6,5 or more,Not working, , , , , 
256,10/04/2020 01:01,week 1,5,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Rarely,Always,Rarely,Rarely,Always,Always,Not at all,Rarely,Sometimes,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.024534051,Female,26,Selangor,6,0,Full time employment, , , , , 
257,10/04/2020 01:01,week 1,0,0,2, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Frequently,Not at all,Sometimes,Always,Not at all,Always, ,Rarely,Always,Always,Always,Frequently,Sometimes,Sometimes,Always,Frequently,Sometimes,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, ,0.988738427,Male,23,Terengganu,Don't know,Prefer not to say,Full time employment, , , , , 
