RecordNo,endtime,qweek,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
408,2020-04-09 13:51:21,week 1,Female,24,Midtjylland,2,0,No,No,Yes,No,No,No,No,1,0,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Rarely,Frequently,Frequently, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.832641038503
409,2020-04-09 13:52:25,week 1,Male,38,Hovedstaden,1,0,Yes,No,No,No,No,No,No,1,2,1,"No, I have not","No, they have not", , , , , , , , , , ,No,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Always,Not at all, ,Not at all,Rarely,Sometimes,Always,Frequently,Frequently,Always,Rarely,Rarely,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.4402031127
410,2020-04-09 13:52:55,week 1,Male,65,Sjælland,1,0,No,No,No,Yes,No,No,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Frequently,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.857047554946
411,2020-04-09 13:53:21,week 1,Female,30,Sjælland,2,0,Yes,No,No,No,No,No,No,2,2,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Neither willing nor unwilling,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Rarely,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.896295477674
412,2020-04-09 13:53:31,week 1,Male,65,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Rarely,Not at all,Not at all,Sometimes,Frequently,30, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.825932980659
413,2020-04-09 13:53:39,week 1,Female,26,Hovedstaden,3,0,No,No,No,No,Yes,No,No,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat unwilling,Not at all,Frequently,Frequently,Frequently,Sometimes,Not at all,Frequently,Rarely, , ,Frequently,Not at all,Frequently,Always,Sometimes,Rarely,Not at all,Not at all,Rarely,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
414,2020-04-09 13:53:55,week 1,Male,45,Sjælland,4,2,Yes,No,No,No,No,No,No,3,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Neither willing nor unwilling,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Always,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Not at all,Sometimes,Always,Always,15,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87178301106
415,2020-04-09 13:53:58,week 1,Male,32,Nordjylland,3,1,Yes,No,No,No,No,No,No,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.899495682885
416,2020-04-09 13:54:00,week 1,Female,20,Hovedstaden,4,1,Yes,Yes,No,No,No,No,No,3,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
417,2020-04-09 13:54:24,week 1,Female,42,Hovedstaden,1,0,Yes,No,No,No,No,No,No,4,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Frequently,Sometimes,Always,Always,Always, ,Always,Sometimes,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,1.16624647744
418,2020-04-09 14:46:54,week 1,Female,29,Syddanmark,8 or more,0,Yes,No,No,No,No,No,No,0,0,0,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Not at all,Rarely,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Not at all,Frequently, ,Not at all,Rarely,Rarely,Rarely,Rarely,Not at all,Rarely,Sometimes,Sometimes,Sometimes,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.806066336179
419,2020-04-09 13:55:18,week 1,Female,30,Hovedstaden,1,0,Yes,No,No,No,No,No,No,0,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Frequently,Frequently,Always,Always,Always, ,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Not at all,Always,Frequently,Frequently,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.24148829594
420,2020-04-09 21:23:45,week 1,Male,69,Nordjylland,2,0,No,No,No,Yes,No,No,No,1,8,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Not sure,Not at all,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Not at all,Not at all, , ,Always,Not at all,Not at all,Not at all,Always,Sometimes,Not at all,Rarely,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.846705847472
421,2020-04-09 13:55:43,week 1,Male,79,Syddanmark,3,0,Yes,No,No,No,No,No,No,2,25,3,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Not at all,No,No,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Frequently,Always,Not at all,Always,Always,Not at all, ,Not at all,Sometimes,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Not at all,6,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,1.04659793419
422,2020-04-09 13:56:05,week 1,Female,56,Midtjylland,3,1,Yes,No,No,No,No,No,No,2,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Neither willing nor unwilling,Not at all,Always,Frequently,Not at all,Always,Sometimes,Not at all,Not at all,Always,Always,Frequently,Sometimes,Frequently,Always,Always,Frequently,Not at all,Not at all,Always,Always,14,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.902782009552
423,2020-04-09 13:56:06,week 1,Male,51,Sjælland,1,0,No,No,No,Yes,No,No,No,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Frequently,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808323143964
424,2020-04-09 13:56:27,week 1,Male,54,Sjælland,2,0,Yes,No,No,No,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Frequently,Frequently,Always,Not at all, ,Always,Sometimes,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,4,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808323143964
425,2020-04-09 13:56:35,week 1,Female,63,Hovedstaden,2,0,Yes,No,No,No,No,No,No,7,10,3,"Yes, and I tested negative","No, they have not",Yes,Yes,No,No,Yes,No,Not sure,Frequently,Yes,No,Yes,Very easy,Somewhat willing,Sometimes,Always,Always,Always,Always,Sometimes,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.998534156062
426,2020-04-09 13:56:49,week 1,Female,28,Hovedstaden,1,0,No,No,Yes,No,No,No,No,0,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Always,Frequently,Always,Frequently, , ,Always,Sometimes,Frequently,Always,Always,Frequently,Not at all,Sometimes,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
427,2020-04-09 13:57:11,week 1,Female,71,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Not at all,Not at all,Always,Not at all, , ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Not at all,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,1.03792753462
428,2020-04-09 13:57:07,week 1,Female,63,Syddanmark,1,0,Yes,No,No,No,No,No,No,6,12,0,"No, I have not","No, they have not",No,No,No,No,Yes,No,Not sure,Frequently,No,No,Not sure,Very easy,Very willing,Not at all,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Sometimes, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Not at all,Frequently,Sometimes,100,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1.13177089196
429,2020-04-09 13:57:47,week 1,Female,70,Sjælland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Rarely,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Sometimes,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.842446456702
430,2020-04-09 13:57:50,week 1,Female,68,Sjælland,2,0,No,Yes,No,No,No,No,No,1,30,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Sometimes,Not at all,Always,Rarely,Not at all,Always,Not at all, ,Always,Frequently,Always,Always,Rarely,Not at all,Not at all,Not at all,Rarely,Rarely,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,.842446456702
431,2020-04-09 13:57:59,week 1,Male,64,Hovedstaden,1,0,No,No,No,No,Yes,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Rarely,Frequently,Sometimes,Always,Always,Frequently,Not at all,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,.778454144918
432,2020-04-09 13:58:03,week 1,Female,22,Sjælland,2,0,No,No,Yes,No,No,No,No,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Rarely,Always,Frequently,Frequently,Not at all,Sometimes, , ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.827213050089
433,2020-04-09 13:58:07,week 1,Male,56,Midtjylland,1,0,No,No,No,No,Yes,No,No,0,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Sometimes,Frequently,Always,Sometimes,Not at all,Not at all, , ,Frequently,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.871680339157
434,2020-04-09 13:58:12,week 1,Male,29,Hovedstaden,3,1,Yes,No,No,No,No,No,No,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,4,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.19706576795
435,2020-04-09 13:58:17,week 1,Female,68,Hovedstaden,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Sometimes,Frequently,Always,Always,Always,Frequently, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Rarely,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.998534156062
436,2020-04-09 13:58:36,week 1,Female,61,Midtjylland,2,0,Yes,No,No,No,No,No,No,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Frequently,Frequently,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Always,Sometimes,40,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Matas,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.03792753462
437,2020-04-09 13:59:00,week 1,Female,49,Hovedstaden,3,1,Yes,No,No,No,No,No,No,2,2,2,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Rarely,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Køkken vuggestuen,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.16624647744
438,2020-04-09 13:59:08,week 1,Female,30,Syddanmark,2,0,Yes,No,No,No,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Frequently,Always,Sometimes,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.765726658759
439,2020-04-09 13:59:15,week 1,Male,73,Hovedstaden,2,0,No,Yes,No,No,No,No,No,1,1,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.778454144918
440,2020-04-09 13:59:38,week 1,Female,51,Hovedstaden,3,1,No,Yes,No,No,No,No,No,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Frequently,Frequently,25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.858846047565
441,2020-04-09 13:59:41,week 1,Female,76,Nordjylland,1,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Sometimes,Always,Not at all,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Sometimes,Not at all,Sometimes,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.977998869985
442,2020-04-09 13:59:43,week 1,Female,19,Syddanmark,4,1,No,Yes,Yes,No,No,No,No,5,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Rarely,Frequently,Frequently,Frequently,Rarely,Sometimes,Sometimes,Always,Frequently,Sometimes,Always,Frequently,Always,Always,Frequently,Sometimes,Not at all,Rarely,Sometimes,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.806066336179
443,2020-04-09 14:00:08,week 1,Male,51,Sjælland,3,1,Yes,No,No,No,No,No,No,2,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Frequently,Always,Not at all,Always,Frequently,Not at all,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,20,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808323143964
444,2020-04-09 14:00:23,week 1,Male,60,Midtjylland,1,0,Yes,No,No,No,No,No,No,0,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Frequently,Not at all,Always,Rarely,Not at all,Always,Not at all, ,Sometimes,Frequently,Always,Always,Frequently,Rarely,Not at all,Not at all,Rarely,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__, , , , , , , , , , , , , , , ,.825932980659
445,2020-04-09 14:00:39,week 1,Male,70,Sjælland,2,0,No,Yes,No,No,No,No,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.857047554946
446,2020-04-09 14:00:45,week 1,Male,62,Hovedstaden,1,0,No,No,No,No,Yes,No,No,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Not at all,Sometimes,Not at all,Frequently,Always,Not at all,Always,Always, , ,Not at all,Sometimes,Always,Always,Frequently,Rarely,Not at all,Not at all,Sometimes,Not at all,3, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,.778454144918
447,2020-04-09 14:00:58,week 1,Female,28,Hovedstaden,3,1,No,No,No,No,No,Yes,No,2,3,1,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,Frequently,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Not at all,Always, ,Always,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,25, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
448,2020-04-09 14:01:45,week 1,Female,23,Hovedstaden,4,0,No,No,Yes,No,No,No,No,3,7,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Always,Always,Always,Rarely,Always,Not at all, , ,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.877842035946
449,2020-04-09 14:01:53,week 1,Male,52,Sjælland,4,2,Yes,No,No,No,No,No,No,4,0,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Frequently,No,No,Yes,Somewhat difficult,Neither willing nor unwilling,Not at all,Frequently,Not at all,Always,Not at all,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808323143964
450,2020-04-09 14:01:57,week 1,Male,66,Hovedstaden,1,0,Yes,No,No,No,No,No,No,1,9,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Not at all,Always,Always, ,Always,Not at all,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.778454144918
451,2020-04-09 14:02:08,week 1,Female,29,Hovedstaden,3,1,Yes,No,Yes,No,No,No,No,2,40,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Neither willing nor unwilling,Not at all,Always,Sometimes,Always,Always,Not at all,Always,Always,Always,Always,Rarely,Not at all,Not at all,Always,Always,Frequently,Always,Always,Sometimes,Always,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
452,2020-04-09 14:02:25,week 1,Male,68,Hovedstaden,2,0,Yes,No,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.778454144918
453,2020-04-09 14:02:27,week 1,Female,51,Syddanmark,5,1,Yes,No,No,No,No,No,No,4,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Always,Always,Always,Not at all,Not at all,Always,Not at all,Not at all,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Frequently,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.814353483811
454,2020-04-09 14:02:33,week 1,Female,22,Sjælland,4,0,No,No,Yes,No,No,No,No,1,1,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Frequently,Yes,No,Not sure,Neither easy nor difficult,Somewhat willing,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.827213050089
455,2020-04-09 14:02:37,week 1,Male,56,Syddanmark,1,0,Yes,No,No,No,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Sometimes,Sometimes,Always,Always,Not at all,Always,Not at all, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00149382473
456,2020-04-09 14:03:01,week 1,Male,31,Hovedstaden,2,0,Yes,No,No,No,No,No,No,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,22,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.4402031127
457,2020-04-09 14:03:04,week 1,Female,20,Syddanmark,5,1,Yes,No,No,No,No,No,No,4,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Frequently,Not at all,Sometimes,Always,Not at all,Not at all,Rarely,Not at all,Rarely,Frequently,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Rarely,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.806066336179
458,2020-04-09 14:03:05,week 1,Male,66,Hovedstaden,2,0,No,No,No,Yes,No,No,No,1,5,4,"No, I have not","No, they have not",No,Yes,No,Yes,No,No,Not sure,Rarely,No,No,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.778454144918
