RecordNo,endtime,qweek,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
459,2020-04-09 14:03:12,week 1,Female,40,Hovedstaden,3,1,Yes,No,No,No,No,No,No,2,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.16624647744
460,2020-04-09 14:03:11,week 1,Male,66,Hovedstaden,2,0,No,Yes,No,No,No,No,No,1,0,2,"Yes, and I tested negative","No, they have not",No,No,No,No,Yes,No,Not sure,Frequently,Yes,No,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Rarely,Rarely,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Sometimes,Rarely,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,.778454144918
461,2020-04-09 14:03:23,week 1,Male,62,Midtjylland,1,0,Yes,No,No,No,No,No,No,0,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Not at all, ,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,30,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,.825932980659
462,2020-04-09 14:03:46,week 1,Female,27,Hovedstaden,2,0,No,Yes,No,No,No,No,No,1,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Sometimes,Frequently,Not at all,Always,Sometimes,Not at all,Frequently,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Not at all,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
463,2020-04-09 14:04:05,week 1,Male,50,Sjælland,3,0,Yes,No,No,No,No,No,No,3,200,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Always,Not at all,Rarely,Always,Frequently,15,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808323143964
464,2020-04-09 14:04:26,week 1,Female,19,Hovedstaden,4,0,No,No,Yes,No,No,No,No,3,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
465,2020-04-09 14:04:25,week 1,Female,65,Midtjylland,1,0,Yes,No,No,No,No,No,No,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Always,Not at all, ,Always,Frequently,Always,Always,Always,Rarely,Always,Always,Frequently,Always,15,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1.03792753462
466,2020-04-09 14:04:39,week 1,Male,77,Sjælland,1,0,No,No,No,Yes,No,No,No,2,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Neither willing nor unwilling,Not at all,Sometimes,Rarely,Frequently,Rarely,Rarely,Not at all,Always, , ,Rarely,Not at all,Not at all,Frequently,Frequently,Not at all,Not at all,Not at all,Rarely,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.857047554946
467,2020-04-09 14:04:48,week 1,Male,65,Sjælland,2,2,No,No,No,Yes,No,No,No,3,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Rarely,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,.857047554946
468,2020-04-09 14:04:57,week 1,Female,79,Sjælland,1,0,No,No,No,Yes,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,40, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,.842446456702
469,2020-04-09 14:05:12,week 1,Female,73,Sjælland,1,0,No,No,No,Yes,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.842446456702
470,2020-04-09 14:05:28,week 1,Female,62,Midtjylland,1,0,Yes,No,No,No,No,No,No,2,3,10,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Always,Always, ,Frequently,Not at all,Frequently,Always,Frequently,Rarely,Not at all,Not at all,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.03792753462
471,2020-04-09 14:05:42,week 1,Female,44,Syddanmark,1,0,No,No,No,Yes,No,No,No,0,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very difficult,Very unwilling,Not at all,Frequently,Sometimes,Always,Always,Not at all,Frequently,Always, , ,Always,Frequently,Always,Always,Frequently,Not at all,Not at all,Rarely,Rarely,Frequently,14, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.89698060492
472,2020-04-09 14:05:53,week 1,Female,26,Midtjylland,2,0,Yes,No,No,No,No,No,No,1,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Not at all,Always,Frequently,Always,Frequently,Not at all,Always,Always,Not at all, ,Frequently,Not at all,Not at all,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Rarely,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Arbejde som pædagog i en børnehave,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.832641038503
473,2020-04-09 14:05:57,week 1,Female,45,Hovedstaden,1,0,Yes,No,No,No,No,No,No,4,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Frequently,Sometimes,Always,Always,Frequently,Rarely,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.16624647744
474,2020-04-09 14:06:03,week 1,Female,23,Syddanmark,3,1,No,No,Yes,No,No,No,No,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Not at all,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Frequently,15, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.806066336179
475,2020-04-09 14:06:15,week 1,Male,72,Sjælland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Always,Not at all,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.857047554946
476,2020-04-09 14:06:38,week 1,Male,72,Nordjylland,2,0,No,Yes,No,No,No,No,No,2,6,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Neither willing nor unwilling,Not at all,Frequently,Frequently,Frequently,Always,Not at all,Always,Not at all,Frequently, ,Always,Sometimes,Sometimes,Always,Always,Rarely,Not at all,Not at all,Frequently,Sometimes,7,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,.846705847472
477,2020-04-09 14:08:00,week 1,Female,26,Midtjylland,2,2,No,Yes,Yes,No,No,No,No,2,1,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Frequently,Sometimes,Frequently,Frequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.832641038503
478,2020-04-09 14:08:05,week 1,Male,56,Syddanmark,2,0,Yes,No,No,No,No,No,No,1,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Somewhat willing,Not at all,Frequently,Frequently,Frequently,Always,Rarely,Not at all,Always,Not at all, ,Always,Sometimes,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Rarely,Sometimes,10,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Fødevareproduktion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00149382473
479,2020-04-09 14:08:05,week 1,Female,45,Sjælland,2,0,No,Yes,No,No,No,No,No,1,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Rarely,Always,Always,Not at all, ,Frequently,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.884639524351
480,2020-04-09 14:08:11,week 1,Female,49,Nordjylland,1,0,No,No,No,Yes,No,No,No,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Rarely,Always,Always,Always,Frequently,Always,Not at all,Always,Always,35, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,.773355647128
481,2020-04-09 14:08:33,week 1,Female,60,Nordjylland,2,0,Yes,No,No,No,No,No,No,1,25,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Sometimes,Frequently,20,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.977998869985
482,2020-04-09 14:08:57,week 1,Male,30,Midtjylland,3,1,Yes,No,No,No,No,No,No,2,2,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.39415558492
483,2020-04-09 14:09:21,week 1,Male,62,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Always, , ,Rarely,Always,Always,Always,Always,Sometimes,Sometimes,Rarely,Always,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.825932980659
484,2020-04-09 14:09:31,week 1,Male,70,Syddanmark,1,0,No,No,No,Yes,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.04659793419
485,2020-04-09 14:09:40,week 1,Male,69,Hovedstaden,1,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Always,Frequently,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.778454144918
486,2020-04-09 14:09:52,week 1,Male,24,Midtjylland,2,0,No,Yes,No,No,No,No,No,1,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Sometimes,Sometimes,Always,Always,Rarely,Not at all,Frequently,Always, ,Sometimes,Rarely,Always,Always,Always,Rarely,Not at all,Not at all,Sometimes,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.3664192774
487,2020-04-09 14:09:55,week 1,Male,71,Syddanmark,2,0,No,Yes,No,No,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,1.04659793419
488,2020-04-09 14:09:57,week 1,Female,79,Syddanmark,2,0,No,No,No,Yes,No,No,No,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.13177089196
489,2020-04-09 14:10:04,week 1,Male,68,Hovedstaden,2,0,No,No,No,Yes,No,No,No,1,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Frequently,Always, , ,Frequently,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,30, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.778454144918
490,2020-04-09 14:10:10,week 1,Female,37,Syddanmark,4,0,Yes,No,No,No,No,No,No,3,20,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Somewhat willing,Not at all,Not at all,Rarely,Not at all,Rarely,Not at all,Not at all,Always,Always, ,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Always,25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.765726658759
491,2020-04-09 14:10:13,week 1,Male,38,Hovedstaden,3,1,Yes,No,No,No,No,No,No,2,30,2,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Sometimes,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.4402031127
492,2020-04-09 14:10:30,week 1,Female,77,Syddanmark,2,0,No,No,No,Yes,No,No,No,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Frequently,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.13177089196
493,2020-04-09 14:10:33,week 1,Female,22,Midtjylland,1,0,No,Yes,Yes,No,No,No,No,0,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Rarely,Frequently,Rarely,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Sometimes,Frequently,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.832641038503
494,2020-04-09 14:10:41,week 1,Female,67,Hovedstaden,1,0,No,No,No,Yes,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.998534156062
495,2020-04-09 14:10:46,week 1,Female,59,Syddanmark,1,0,Yes,No,No,No,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.814353483811
496,2020-04-09 14:11:09,week 1,Male,27,Hovedstaden,3,1,Yes,No,No,No,No,No,No,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,6,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.19706576795
497,2020-04-09 14:11:20,week 1,Male,47,Syddanmark,2,0,No,No,No,No,Yes,No,No,1,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Rarely,Frequently,Always,Always,Frequently,Not at all,Always, , ,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Not at all,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.857351536145
498,2020-04-09 14:11:31,week 1,Male,68,Midtjylland,1,0,No,No,No,Yes,No,No,No,1,10,50,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Not at all,No,No,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Frequently,Rarely,Sometimes,Always,Always, , ,Always,Frequently,Always,Always,Always,Rarely,Not at all,Not at all,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.825932980659
499,2020-04-09 14:11:39,week 1,Male,50,Hovedstaden,5,2,No,No,Yes,No,No,No,No,5,0,7,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Frequently,Always,35, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.034903856
500,2020-04-09 14:11:48,week 1,Male,65,Hovedstaden,3,0,No,Yes,No,No,No,No,No,3,0,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Sometimes,Always,Always,Rarely,Always,Rarely,Frequently, ,Frequently,Always,Always,Always,Frequently,Rarely,Not at all,Always,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,ligge møde,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,.778454144918
501,2020-04-09 14:11:48,week 1,Female,27,Midtjylland,1,0,Yes,No,No,No,No,No,No,0,2,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Frequently,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__, , , , , , , , , , , , , , , ,.832641038503
502,2020-04-09 14:11:52,week 1,Female,72,Hovedstaden,2,0,No,No,No,Yes,No,No,No,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Sometimes,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,6, , , , , , , , , , , , , ,__NA__,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.998534156062
503,2020-04-09 14:12:06,week 1,Male,73,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,2,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Frequently,Always,Rarely,Always,Always, , ,Sometimes,Always,Always,Always,Always,Frequently,Not at all,Rarely,Sometimes,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.825932980659
504,2020-04-09 14:12:13,week 1,Female,54,Hovedstaden,3,2,Yes,No,No,No,No,No,No,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Always,Frequently,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Always,Rarely,Not at all,Not at all,Sometimes,Sometimes,7,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,.858846047565
505,2020-04-09 14:12:13,week 1,Female,69,Sjælland,2,0,No,Yes,No,Yes,No,No,No,1,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Frequently,Always,Rarely,Always,Not at all,Frequently, ,Rarely,Not at all,Frequently,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Rarely,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Bogføring,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.842446456702
506,2020-04-09 14:12:24,week 1,Female,29,Midtjylland,2,1,Yes,No,No,No,No,No,No,3,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Not at all,Not at all,Always,Always,Always,Not at all,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Not at all,Not at all,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.832641038503
